ticker,date,hold_days,hybrid_signal,confidence,price_change_pct,correct
TSLA,2025-03-06,10,SELL,55,-10.32,True
TSLA,2025-03-06,20,SELL,55,1.45,False
TSLA,2025-03-07,5,SELL,55,-4.83,True
TSLA,2025-03-07,10,SELL,55,-5.31,True
TSLA,2025-03-07,20,SELL,55,-8.85,True
TSLA,2025-03-10,5,BUY,55,7.14,True
TSLA,2025-03-10,10,BUY,55,25.32,True
TSLA,2025-03-10,20,BUY,55,5.01,True
TSLA,2025-03-11,5,BUY,55,-2.29,False
TSLA,2025-03-11,10,BUY,55,24.96,True
TSLA,2025-03-11,20,BUY,55,-3.78,False
TSLA,2025-03-12,5,BUY,55,-4.93,False
TSLA,2025-03-12,10,BUY,55,9.66,True
TSLA,2025-03-12,20,BUY,55,9.72,True
TSLA,2025-03-13,5,BUY,55,-1.84,False
TSLA,2025-03-13,10,BUY,55,13.48,True
TSLA,2025-03-13,20,BUY,55,4.87,True
TSLA,2025-03-14,5,BUY,55,-0.51,False
TSLA,2025-03-14,10,BUY,55,5.43,True
TSLA,2025-03-14,20,BUY,55,0.93,True
TSLA,2025-03-17,5,BUY,55,16.97,True
TSLA,2025-03-17,10,BUY,55,8.89,True
TSLA,2025-03-17,20,BUY,55,6.02,True
TSLA,2025-03-18,5,BUY,55,27.89,True
TSLA,2025-03-18,10,BUY,55,19.15,True
TSLA,2025-03-18,20,BUY,55,12.78,True
TSLA,2025-03-19,5,BUY,55,15.35,True
TSLA,2025-03-19,10,BUY,55,19.88,True
TSLA,2025-03-19,20,BUY,55,2.41,True
TSLA,2025-03-20,5,BUY,55,15.61,True
TSLA,2025-03-20,10,BUY,55,13.13,True
TSLA,2025-03-20,20,BUY,55,2.16,True
TSLA,2025-03-21,5,BUY,55,5.97,True
TSLA,2025-03-21,10,BUY,55,-3.73,False
TSLA,2025-03-21,20,BUY,55,-8.53,False
TSLA,2025-03-24,5,BUY,55,-6.91,False
TSLA,2025-03-24,10,BUY,55,-16.2,False
TSLA,2025-03-24,20,BUY,55,-14.52,False
TSLA,2025-03-25,5,BUY,55,-6.83,False
TSLA,2025-03-25,10,BUY,55,-23.0,False
TSLA,2025-03-25,20,BUY,55,-12.98,False
TSLA,2025-03-26,5,BUY,55,3.93,True
TSLA,2025-03-26,10,BUY,55,0.05,True
TSLA,2025-03-26,20,BUY,55,-4.61,False
TSLA,2025-03-27,5,BUY,55,-2.14,False
TSLA,2025-03-27,10,BUY,55,-7.59,False
TSLA,2025-03-27,20,BUY,55,4.33,True
TSLA,2025-03-28,5,BUY,55,-9.15,False
TSLA,2025-03-28,10,BUY,55,-4.26,False
TSLA,2025-03-28,20,BUY,55,8.47,True
TSLA,2025-03-31,5,BUY,55,-9.98,False
TSLA,2025-03-31,10,BUY,55,-2.63,False
TSLA,2025-03-31,20,BUY,55,12.68,True
TSLA,2025-04-01,5,BUY,55,-17.36,False
TSLA,2025-04-01,10,BUY,55,-5.35,False
TSLA,2025-04-01,20,BUY,55,5.1,True
TSLA,2025-04-02,5,BUY,55,-3.73,False
TSLA,2025-04-02,10,BUY,55,-14.57,False
TSLA,2025-04-02,20,BUY,55,-0.79,False
TSLA,2025-04-03,5,BUY,55,-5.57,False
TSLA,2025-04-03,10,BUY,55,-9.69,False
TSLA,2025-04-03,20,BUY,55,7.46,True
TSLA,2025-04-04,5,BUY,55,5.38,True
TSLA,2025-04-04,10,BUY,55,-4.98,False
TSLA,2025-04-04,20,BUY,55,17.05,True
